"referid","testid","seqid","algorithm","sp","tc","time"
"ref1","test3","1sesA_ref1","clustalw2","0.942","0.871","342.879"
"ref1","test2","1uky_ref1","tcoffee","0.489","0.247","288.095"
"ref1","test2","1uky_ref1","dialign","0.318","0.136","246.433"
"ref1","test2","1uky_ref1","poa","0.186","0.111","139.496"
"ref1","test2","1uky_ref1","clustalw2","0.517","0.253","63.078"
"ref1","test1","1hpi_ref1","tcoffee","0.874","0.785","169.783"
"ref1","test1","1hpi_ref1","dialign","0.697","0.508","74.078"
"ref1","test1","1hpi_ref1","poa","0.656","0.523","115.233"
"ref1","test1","1hpi_ref1","clustalw2","0.864","0.769","35.595"
"ref6","test_2b","apo_3_ref6","tcoffee","","","1356.877"
"ref6","test_2b","apo_3_ref6","dialign","","","1712.295"
"ref6","test_2b","apo_3_ref6","poa","","","243.936"
"ref6","test_2b","apo_3_ref6","clustalw2","","","554.934"
"ref6","test","ktn+trk_ref6","tcoffee","","","9757.241"
"ref6","test","ktn+trk_ref6","dialign","","","7416.742"
"ref6","test","ktn+trk_ref6","poa","","","1504.916"
"ref6","test","ktn+trk_ref6","clustalw2","","","2138.523"
"ref1","test3","1fieA_ref1","tcoffee","0.943","0.905","960.66"
"ref1","test3","1fieA_ref1","dialign","0.939","0.909","528.983"
"ref1","test3","1fieA_ref1","poa","0.850","0.748","217.719"
"ref1","test3","1fieA_ref1","clustalw2","0.938","0.902","450.018"
"ref6","test_2c","apo_2_ref6","tcoffee","","","600.104"
"ref6","test_2c","apo_2_ref6","dialign","","","453.158"
"ref6","test_2c","apo_2_ref6","poa","","","165.257"
"ref6","test_2c","apo_2_ref6","clustalw2","","","185.612"
"ref2","test1","1uky_ref2","tcoffee","0.903","0.425","3532.065"
"ref2","test1","1uky_ref2","dialign","0.771","0.022","2235.933"
"ref2","test1","1uky_ref2","poa","0.816","0.346","590.407"
"ref2","test1","1uky_ref2","clustalw2","0.855","0.318","740.831"
"ref6","test_1b","sushi_ref6","tcoffee","","","1439.692"
"ref6","test_1b","sushi_ref6","dialign","","","517.414"
"ref6","test_1b","sushi_ref6","poa","","","260.156"
"ref6","test_1b","sushi_ref6","clustalw2","","","504.726"
"ref6","test_2b","ank_4_ref6","tcoffee","","","274.949"
"ref6","test_2b","ank_4_ref6","dialign","","","115.144"
"ref6","test_2b","ank_4_ref6","poa","","","118.327"
"ref6","test_2b","ank_4_ref6","clustalw2","","","186.594"
"ref6","test_2b","apo_2_ref6","tcoffee","","","1811.338"
"ref6","test_2b","apo_2_ref6","dialign","","","2075.708"
"ref6","test_2b","apo_2_ref6","poa","","","287.967"
"ref6","test_2b","apo_2_ref6","clustalw2","","","705.7"
"ref2","test1","1idy","tcoffee","0.863","0.339","610.474"
"ref2","test1","1idy","dialign","0.758","0.000","426.862"
"ref2","test1","1idy","poa","0.791","0.000","143.709"
"ref2","test1","1idy","clustalw2","0.864","0.536","80.046"
"ref6","test","dead_ref6","tcoffee","","",""
"ref6","test","dead_ref6","dialign","","",""
"ref6","test","dead_ref6","poa","","","14617.942"
"ref6","test","dead_ref6","clustalw2","","","30136.151"
"ref6","test_2c","apo_1_ref6","tcoffee","","","742.108"
"ref6","test_2c","apo_1_ref6","dialign","","","541.351"
"ref6","test_2c","apo_1_ref6","poa","","","162.368"
"ref6","test_2c","apo_1_ref6","clustalw2","","","206.97"
"ref6","test","faa_ref6","tcoffee","","","15916.304"
"ref6","test","faa_ref6","dialign","","","10008.496"
"ref6","test","faa_ref6","poa","","","1922.184"
"ref6","test","faa_ref6","clustalw2","","","3122.192"
"ref6","test_4","ank_2_ref6","tcoffee","","","2524.067"
"ref6","test_4","ank_2_ref6","dialign","","","1663.445"
"ref6","test_4","ank_2_ref6","poa","","","580.766"
"ref6","test_4","ank_2_ref6","clustalw2","","","1191.382"
"ref1","test1","1csp_ref1","tcoffee","0.968","0.921","228.127"
"ref1","test1","1csp_ref1","dialign","0.956","0.889","67.764"
"ref1","test1","1csp_ref1","poa","0.921","0.841","104.983"
"ref1","test1","1csp_ref1","clustalw2","0.981","0.952","44.789"
"ref1","test2","1bbt3_ref1","tcoffee","0.363","0.106","353.612"
"ref1","test2","1bbt3_ref1","dialign","0.322","0.146","129.906"
"ref1","test2","1bbt3_ref1","poa","0.221","0.081","123.831"
"ref1","test2","1bbt3_ref1","clustalw2","0.412","0.000","57.514"
"ref6","test_2c","sh3_3_ref6","tcoffee","","","1351.771"
"ref6","test_2c","sh3_3_ref6","dialign","","","606.517"
"ref6","test_2c","sh3_3_ref6","poa","","","282.748"
"ref6","test_2c","sh3_3_ref6","clustalw2","","","409.702"
"ref1","test3","1lvl_ref1","tcoffee","0.596","0.334","620.097"
"ref1","test3","1lvl_ref1","dialign","0.460","0.212","289.44"
"ref1","test3","1lvl_ref1","poa","0.327","0.081","159.906"
"ref1","test3","1lvl_ref1","clustalw2","0.394","0.060","162.06"
"ref2","test1","1lvl_ref2","tcoffee","0.912","0.519","12257.89"
"ref2","test1","1lvl_ref2","dialign","0.883","0.471","9607.547"
"ref2","test1","1lvl_ref2","poa","0.839","0.343","1667.286"
"ref2","test1","1lvl_ref2","clustalw2","0.840","0.310","3503.152"
"ref1","test2","2cba_ref1","tcoffee","0.815","0.672","457.86"
"ref1","test2","2cba_ref1","dialign","0.476","0.000","250.4"
"ref1","test2","2cba_ref1","poa","0.634","0.392","125.416"
"ref1","test2","2cba_ref1","clustalw2","0.702","0.485","134.189"
"ref6","test_4","sh3_2_ref6","tcoffee","","","7096.061"
"ref6","test_4","sh3_2_ref6","dialign","","","5919.448"
"ref6","test_4","sh3_2_ref6","poa","","","1086.189"
"ref6","test_4","sh3_2_ref6","clustalw2","","","3260.46"
"ref1","test2","1sbp_ref1","tcoffee","0.588","0.355","482.176"
"ref1","test2","1sbp_ref1","dialign","0.332","0.168","235.994"
"ref1","test2","1sbp_ref1","poa","0.173","0.000","130.628"
"ref1","test2","1sbp_ref1","clustalw2","0.467","0.264","127.381"
"ref2","test1","1wit_ref2","tcoffee","0.821","0.612","1018.436"
"ref2","test1","1wit_ref2","dialign","0.612","0.000","534.932"
"ref2","test1","1wit_ref2","poa","0.739","0.459","165.583"
"ref2","test1","1wit_ref2","clustalw2","0.800","0.435","148.076"
"ref3","test","1r69_ref3","tcoffee","0.586","0.434","958.395"
"ref3","test","1r69_ref3","dialign","0.452","0.000","513.881"
"ref3","test","1r69_ref3","poa","0.315","0.000","162.36"
"ref3","test","1r69_ref3","clustalw2","0.555","0.208","82.176"
"ref6","test_2a","apo_3_ref6","tcoffee","","","612.429"
"ref6","test_2a","apo_3_ref6","dialign","","","592.003"
"ref6","test_2a","apo_3_ref6","poa","","","163.133"
"ref6","test_2a","apo_3_ref6","clustalw2","","","228.967"
"ref7","test","ion_ref7","tcoffee","","",""
"ref7","test","ion_ref7","dialign","0.362","0.000","128247.038"
"ref7","test","ion_ref7","poa","0.292","0.000","23202.267"
"ref7","test","ion_ref7","clustalw2","0.328","0.000","35404.388"
"ref6","test_3","ank_2_ref6","tcoffee","","","1204.308"
"ref6","test_3","ank_2_ref6","dialign","","","567.139"
"ref6","test_3","ank_2_ref6","poa","","","281.097"
"ref6","test_3","ank_2_ref6","clustalw2","","","424.06"
"ref6","test_2c","ank_2_ref6","tcoffee","","","5947.294"
"ref6","test_2c","ank_2_ref6","dialign","","","3739.802"
"ref6","test_2c","ank_2_ref6","poa","","",""
"ref6","test_2c","ank_2_ref6","clustalw2","","","2774.573"
"ref1","test2","1aym3_ref1","tcoffee","0.919","0.872","313.42"
"ref1","test2","1aym3_ref1","dialign","0.861","0.777","185.808"
"ref1","test2","1aym3_ref1","poa","0.853","0.773","150.895"
"ref1","test2","1aym3_ref1","clustalw2","0.934","0.886","107.545"
"ref6","test_4","ank_1_ref6","tcoffee","","","2706.504"
"ref6","test_4","ank_1_ref6","dialign","","","1534.609"
"ref6","test_4","ank_1_ref6","poa","","","581.737"
"ref6","test_4","ank_1_ref6","clustalw2","","","948.382"
"ref3","test","kinase_ref3","tcoffee","0.846","0.658","5217.104"
"ref3","test","kinase_ref3","dialign","0.730","0.487","3080.203"
"ref3","test","kinase_ref3","poa","0.725","0.465","779.965"
"ref3","test","kinase_ref3","clustalw2","0.761","0.566","1151.083"
"ref6","test_2c","sh3_2_ref6","tcoffee","","","990.682"
"ref6","test_2c","sh3_2_ref6","dialign","","","683.591"
"ref6","test_2c","sh3_2_ref6","poa","","","315.661"
"ref6","test_2c","sh3_2_ref6","clustalw2","","","459.9"
"ref6","test_1b","sh3_2_ref6","tcoffee","","","1267.801"
"ref6","test_1b","sh3_2_ref6","dialign","","","499.975"
"ref6","test_1b","sh3_2_ref6","poa","","","264.574"
"ref6","test_1b","sh3_2_ref6","clustalw2","","","395.549"
"ref2","test1","1sbp_ref2","tcoffee","0.868","0.242","2095.051"
"ref2","test1","1sbp_ref2","dialign","0.757","0.023","1369.914"
"ref2","test1","1sbp_ref2","poa","0.721","0.088","406.844"
"ref2","test1","1sbp_ref2","clustalw2","0.790","0.037","671.507"
"ref6","test_4","sh3_1_ref6","tcoffee","","","7603.526"
"ref6","test_4","sh3_1_ref6","dialign","","","6340.799"
"ref6","test_4","sh3_1_ref6","poa","","","1291.12"
"ref6","test_4","sh3_1_ref6","clustalw2","","","3426.746"
"ref6","test_1a","sushi_ref6","tcoffee","","","573.28"
"ref6","test_1a","sushi_ref6","dialign","","","227.997"
"ref6","test_1a","sushi_ref6","poa","","","155.879"
"ref6","test_1a","sushi_ref6","clustalw2","","","183.613"
"ref6","test_2a","apo_2_ref6","tcoffee","","","512.758"
"ref6","test_2a","apo_2_ref6","dialign","","","428.056"
"ref6","test_2a","apo_2_ref6","poa","","","163.306"
"ref6","test_2a","apo_2_ref6","clustalw2","","","197.123"
"ref6","test_2b","ank_3_ref6","tcoffee","","","923.54"
"ref6","test_2b","ank_3_ref6","dialign","","","510.751"
"ref6","test_2b","ank_3_ref6","poa","","","241.795"
"ref6","test_2b","ank_3_ref6","clustalw2","","","380.788"
"ref6","test_2b","apo_1_ref6","tcoffee","","","3353.677"
"ref6","test_2b","apo_1_ref6","dialign","","","3709.748"
"ref6","test_2b","apo_1_ref6","poa","","","384.647"
"ref6","test_2b","apo_1_ref6","clustalw2","","","916.249"
"ref1","test2","1amk_ref1","tcoffee","0.983","0.966","355.511"
"ref1","test2","1amk_ref1","dialign","0.977","0.954","243.663"
"ref1","test2","1amk_ref1","poa","0.956","0.916","134.65"
"ref1","test2","1amk_ref1","clustalw2","0.978","0.958","96.84"
"ref6","test_2b","sh3_2_ref6","tcoffee","","","1077.997"
"ref6","test_2b","sh3_2_ref6","dialign","","","570.53"
"ref6","test_2b","sh3_2_ref6","poa","","","238.384"
"ref6","test_2b","sh3_2_ref6","clustalw2","","","295.963"
"ref5","test","1eft_ref5","tcoffee","0.626","0.263","868.257"
"ref5","test","1eft_ref5","dialign","0.594","0.278","392.497"
"ref5","test","1eft_ref5","poa","0.291","0.000","183.066"
"ref5","test","1eft_ref5","clustalw2","0.400","0.000","139.286"
"ref1","test2","1ar5A_ref1","tcoffee","0.948","0.916","343.434"
"ref1","test2","1ar5A_ref1","dialign","0.916","0.864","97.596"
"ref1","test2","1ar5A_ref1","poa","0.884","0.822","120.391"
"ref1","test2","1ar5A_ref1","clustalw2","0.995","0.990","57.984"
"ref6","test_2c","sh3_1_ref6","tcoffee","","","5462.321"
"ref6","test_2c","sh3_1_ref6","dialign","","","2552.426"
"ref6","test_2c","sh3_1_ref6","poa","","","877.375"
"ref6","test_2c","sh3_1_ref6","clustalw2","","","1515.208"
"ref6","test_1b","sh3_1_ref6","tcoffee","","","812.128"
"ref6","test_1b","sh3_1_ref6","dialign","","","386.019"
"ref6","test_1b","sh3_1_ref6","poa","","","194.94"
"ref6","test_1b","sh3_1_ref6","clustalw2","","","236.769"
"ref6","test_2a","sushi_ref6","tcoffee","","","279.731"
"ref6","test_2a","sushi_ref6","dialign","","","210.487"
"ref6","test_2a","sushi_ref6","poa","","","123.987"
"ref6","test_2a","sushi_ref6","clustalw2","","","58.797"
"ref6","test_2a","apo_1_ref6","tcoffee","","","434.231"
"ref6","test_2a","apo_1_ref6","dialign","","","152.088"
"ref6","test_2a","apo_1_ref6","poa","","","130.97"
"ref6","test_2a","apo_1_ref6","clustalw2","","","84.662"
"ref1","test2","1zin_ref1","tcoffee","0.963","0.937","344.087"
"ref1","test2","1zin_ref1","dialign","0.924","0.859","102.962"
"ref1","test2","1zin_ref1","poa","0.915","0.849","125.244"
"ref1","test2","1zin_ref1","clustalw2","0.955","0.917","64.953"
"ref6","test_2b","ank_2_ref6","tcoffee","","","335.119"
"ref6","test_2b","ank_2_ref6","dialign","","","100.38"
"ref6","test_2b","ank_2_ref6","poa","","","149.467"
"ref6","test_2b","ank_2_ref6","clustalw2","","","76.052"
"ref7","test","msl_ref7","tcoffee","0.823","0.530","957.033"
"ref7","test","msl_ref7","dialign","0.823","0.496","453.695"
"ref7","test","msl_ref7","poa","0.753","0.400","170.225"
"ref7","test","msl_ref7","clustalw2","0.840","0.539","156.221"
"ref1","test3","4enl_ref1","tcoffee","0.540","0.401","348.264"
"ref1","test3","4enl_ref1","dialign","0.391","0.256","199.14"
"ref1","test3","4enl_ref1","poa","0.177","0.000","148.939"
"ref1","test3","4enl_ref1","clustalw2","0.552","0.443","85.381"
"ref8","test","lectin_2_ref8","tcoffee","0.721","0.410","8089.089"
"ref8","test","lectin_2_ref8","dialign","0.621","0.000","5563.755"
"ref8","test","lectin_2_ref8","poa","0.647","0.290","842.487"
"ref8","test","lectin_2_ref8","clustalw2","0.659","0.400","1638.838"
"ref6","test_3","ank_1_ref6","tcoffee","","","6408.98"
"ref6","test_3","ank_1_ref6","dialign","","",""
"ref6","test_3","ank_1_ref6","poa","","",""
"ref6","test_3","ank_1_ref6","clustalw2","","","3945.254"
"ref1","test1","1idy_ref1","tcoffee","0.658","0.562","239.755"
"ref1","test1","1idy_ref1","dialign","0.062","0.000","129.642"
"ref1","test1","1idy_ref1","poa","0.000","0.000","145.745"
"ref1","test1","1idy_ref1","clustalw2","0.548","0.375","33.637"
"ref6","test_2c","ank_1_ref6","tcoffee","","","3638.077"
"ref6","test_2c","ank_1_ref6","dialign","","","1659.162"
"ref6","test_2c","ank_1_ref6","poa","","","611.942"
"ref6","test_2c","ank_1_ref6","clustalw2","","","1171.312"
"ref2","test1","4enl_ref2","tcoffee","0.881","0.202","5372.573"
"ref2","test1","4enl_ref2","dialign","0.860","0.081","4547.264"
"ref2","test1","4enl_ref2","poa","0.859","0.109","681.981"
"ref2","test1","4enl_ref2","clustalw2","0.869","0.131","1760.847"
"ref1","test2","1tis_ref1","tcoffee","0.980","0.961","456.192"
"ref1","test2","1tis_ref1","dialign","0.971","0.949","210.645"
"ref1","test2","1tis_ref1","poa","0.900","0.777","188.518"
"ref1","test2","1tis_ref1","clustalw2","0.968","0.922","164.214"
"ref1","test3","1rthA_ref1","tcoffee","0.934","0.858","985.615"
"ref1","test3","1rthA_ref1","dialign","0.879","0.780","501.051"
"ref1","test3","1rthA_ref1","poa","0.904","0.809","277.475"
"ref1","test3","1rthA_ref1","clustalw2","0.902","0.809","411.687"
"ref6","test_2b","ank_1_ref6","tcoffee","","","3617.171"
"ref6","test_2b","ank_1_ref6","dialign","","","1972.92"
"ref6","test_2b","ank_1_ref6","poa","","","740.462"
"ref6","test_2b","ank_1_ref6","clustalw2","","","1199.362"
"ref8","test","lectin_1_ref8","tcoffee","0.647","0.000","8616.51"
"ref8","test","lectin_1_ref8","dialign","0.545","0.000","6442.36"
"ref8","test","lectin_1_ref8","poa","0.666","0.276","1000.721"
"ref8","test","lectin_1_ref8","clustalw2","0.536","0.000","1777.692"
"ref6","test_2b","sh3_1_ref6","tcoffee","","","1862.427"
"ref6","test_2b","sh3_1_ref6","dialign","","","1445.326"
"ref6","test_2b","sh3_1_ref6","poa","","","576.703"
"ref6","test_2b","sh3_1_ref6","clustalw2","","","1129.519"
"ref1","test1","1tgxA_ref1","tcoffee","0.849","0.731","540.853"
"ref1","test1","1tgxA_ref1","dialign","0.827","0.731","80.779"
"ref1","test1","1tgxA_ref1","poa","0.535","0.346","121.105"
"ref1","test1","1tgxA_ref1","clustalw2","0.833","0.731","90.537"
"ref2","test1","1idy_ref2","tcoffee","0.948","0.643","548.42"
"ref2","test1","1idy_ref2","dialign","0.832","0.000","328.835"
"ref2","test1","1idy_ref2","poa","0.851","0.250","138.359"
"ref2","test1","1idy_ref2","clustalw2","0.940","0.839","154.781"
"ref1","test1","1ubi_ref1","tcoffee","0.627","0.556","168.014"
"ref1","test1","1ubi_ref1","dialign","0.193","0.000","211.931"
"ref1","test1","1ubi_ref1","poa","0.053","0.000","128.31"
"ref1","test1","1ubi_ref1","clustalw2","0.595","0.571","106.993"
"ref2","test1","1tgxA_ref2","tcoffee","0.840","0.321","617.509"
"ref2","test1","1tgxA_ref2","dialign","0.619","0.000","298.975"
"ref2","test1","1tgxA_ref2","poa","0.735","0.208","144.707"
"ref2","test1","1tgxA_ref2","clustalw2","0.794","0.340","76.911"
"ref1","test1","1fmb_ref1","tcoffee","0.969","0.938","173.732"
"ref1","test1","1fmb_ref1","dialign","0.974","0.948","39.741"
"ref1","test1","1fmb_ref1","poa","0.958","0.917","442.605"
"ref1","test1","1fmb_ref1","clustalw2","0.964","0.927","33.499"
"ref6","test_2c","trk_ref6","tcoffee","","","4225.354"
"ref6","test_2c","trk_ref6","dialign","","","2473.183"
"ref6","test_2c","trk_ref6","poa","","","794.989"
"ref6","test_2c","trk_ref6","clustalw2","","","928.371"
"ref6","test_2b","trk_ref6","tcoffee","","","1433.757"
"ref6","test_2b","trk_ref6","dialign","","","841.24"
"ref6","test_2b","trk_ref6","poa","","","358.249"
"ref6","test_2b","trk_ref6","clustalw2","","","519.758"
"ref1","test1","3cyr_ref1","tcoffee","0.857","0.800","256.551"
"ref1","test1","3cyr_ref1","dialign","0.354","0.000","121.65"
"ref1","test1","3cyr_ref1","poa","0.646","0.500","141.037"
"ref1","test1","3cyr_ref1","clustalw2","0.848","0.789","104.517"
"ref3","test","1ped_ref3","tcoffee","0.848","0.551","7373.576"
"ref3","test","1ped_ref3","dialign","0.719","0.000","4387.466"
"ref3","test","1ped_ref3","poa","0.781","0.422","895.522"
"ref3","test","1ped_ref3","clustalw2","0.806","0.505","1648.849"
"ref7","test","ptga_ref7","tcoffee","0.698","0.152","86057.891"
"ref7","test","ptga_ref7","dialign","0.349","0.000","71514.194"
"ref7","test","ptga_ref7","poa","0.334","0.000","11270.745"
"ref7","test","ptga_ref7","clustalw2","0.465","0.026","17869.519"
"ref6","test","apo_ref6","tcoffee","","","21678.204"
"ref6","test","apo_ref6","dialign","","","24298.869"
"ref6","test","apo_ref6","poa","","","1914.11"
"ref6","test","apo_ref6","clustalw2","","","4587.399"
"ref6","test_3","lrr_ref6","tcoffee","","","5744.987"
"ref6","test_3","lrr_ref6","dialign","","","4843.822"
"ref6","test_3","lrr_ref6","poa","","","922.71"
"ref6","test_3","lrr_ref6","clustalw2","","","1977.195"
"ref2","test1","1ubi_ref2","tcoffee","0.796","0.159","631.36"
"ref2","test1","1ubi_ref2","dialign","0.457","0.000","362.649"
"ref2","test1","1ubi_ref2","poa","0.758","0.011","159.892"
"ref2","test1","1ubi_ref2","clustalw2","0.826","0.341","153.241"
"ref1","test1","1ycc_ref1","tcoffee","0.841","0.690","188.919"
"ref1","test1","1ycc_ref1","dialign","0.663","0.357","73.615"
"ref1","test1","1ycc_ref1","poa","0.661","0.405","122.207"
"ref1","test1","1ycc_ref1","clustalw2","0.899","0.798","34.965"
"ref1","test3","1ajsA_ref1","tcoffee","0.331","0.114","441.332"
"ref1","test3","1ajsA_ref1","dialign","0.153","0.010","174.692"
"ref1","test3","1ajsA_ref1","poa","0.102","0.000","176.616"
"ref1","test3","1ajsA_ref1","clustalw2","0.371","0.192","127.137"
"ref1","test1","2trx_ref1","tcoffee","0.708","0.545","154.635"
"ref1","test1","2trx_ref1","dialign","0.686","0.506","51.719"
"ref1","test1","2trx_ref1","poa","0.387","0.000","172.643"
"ref1","test1","2trx_ref1","clustalw2","0.690","0.519","33.728"
"ref1","test3","1dlc_ref1","tcoffee","0.845","0.733","716.535"
"ref1","test3","1dlc_ref1","dialign","0.730","0.599","390.035"
"ref1","test3","1dlc_ref1","poa","0.797","0.662","238.192"
"ref1","test3","1dlc_ref1","clustalw2","0.856","0.754","348.255"
"ref1","test1","1fjlA_ref1","tcoffee","0.960","0.879","177.048"
"ref1","test1","1fjlA_ref1","dialign","0.939","0.828","180.901"
"ref1","test1","1fjlA_ref1","poa","0.901","0.776","144.584"
"ref1","test1","1fjlA_ref1","clustalw2","0.994","0.983","34.657"
"ref7","test","Nat_ref7","tcoffee","0.714","0.105","113341.499"
"ref7","test","Nat_ref7","dialign","0.636","0.000","94467.909"
"ref7","test","Nat_ref7","poa","0.448","0.027","15956.631"
"ref7","test","Nat_ref7","clustalw2","0.646","0.015","23183.395"
"ref8","test","sh3+sh2_2_ref8","tcoffee","0.734","0.000","48613.104"
"ref8","test","sh3+sh2_2_ref8","dialign","0.561","0.000","36329.858"
"ref8","test","sh3+sh2_2_ref8","poa","0.591","0.000","5516.212"
"ref8","test","sh3+sh2_2_ref8","clustalw2","0.714","0.000","11809.868"
"ref4","test","1pfc_ref4","tcoffee","0.579","0.485","1155.252"
"ref4","test","1pfc_ref4","dialign","0.364","0.000","550.685"
"ref4","test","1pfc_ref4","poa","0.490","0.293","233.244"
"ref4","test","1pfc_ref4","clustalw2","0.522","0.434","347.363"
"ref6","test","ank_ref6","tcoffee","","",""
"ref6","test","ank_ref6","dialign","","",""
"ref6","test","ank_ref6","poa","","",""
"ref6","test","ank_ref6","clustalw2","","",""
"ref1","test2","1thm_ref1","tcoffee","0.937","0.877","483.873"
"ref1","test2","1thm_ref1","dialign","0.903","0.808","252.404"
"ref1","test2","1thm_ref1","poa","0.897","0.808","142.658"
"ref1","test2","1thm_ref1","clustalw2","0.908","0.819","170.431"
"ref1","test2","1pysA_ref1","tcoffee","0.961","0.932","333.681"
"ref1","test2","1pysA_ref1","dialign","0.984","0.970","104.531"
"ref1","test2","1pysA_ref1","poa","0.903","0.834","132.917"
"ref1","test2","1pysA_ref1","clustalw2","0.950","0.932","90.947"
"ref8","test","sh3+sh2_1_ref8","tcoffee","0.699","0.000","48760.569"
"ref8","test","sh3+sh2_1_ref8","dialign","0.545","0.000","35890.744"
"ref8","test","sh3+sh2_1_ref8","poa","0.605","0.000","5545.252"
"ref8","test","sh3+sh2_1_ref8","clustalw2","0.692","0.000","11800.395"
"ref6","test","sh3_ref6","tcoffee","","",""
"ref6","test","sh3_ref6","dialign","","",""
"ref6","test","sh3_ref6","poa","","",""
"ref6","test","sh3_ref6","clustalw2","","","80698.13"
"ref4","test","1lkl_ref4","tcoffee","0.828","0.726","1027.011"
"ref4","test","1lkl_ref4","dialign","0.843","0.667","807.583"
"ref4","test","1lkl_ref4","poa","0.727","0.512","651.614"
"ref4","test","1lkl_ref4","clustalw2","0.718","0.548","293.539"
"ref1","test3","1gpb_ref1","tcoffee","0.982","0.957","1747.121"
"ref1","test3","1gpb_ref1","dialign","0.943","0.862","1487.508"
"ref1","test3","1gpb_ref1","poa","0.912","0.822","437.239"
"ref1","test3","1gpb_ref1","clustalw2","0.981","0.954","995.97"
"ref2","test1","1ajsA_ref2","tcoffee","0.890","0.196","4839.297"
"ref2","test1","1ajsA_ref2","dialign","0.852","0.000","3762.964"
"ref2","test1","1ajsA_ref2","poa","0.860","0.111","694.677"
"ref2","test1","1ajsA_ref2","clustalw2","0.869","0.114","1466.279"
"ref4","test","1ckaA_ref4","tcoffee","0.933","0.873","619.026"
"ref4","test","1ckaA_ref4","dialign","0.875","0.764","331.265"
"ref4","test","1ckaA_ref4","poa","0.720","0.473","211.448"
"ref4","test","1ckaA_ref4","clustalw2","0.823","0.618","185.01"
"ref5","test","1ivy_ref5","tcoffee","0.902","0.785","1307.254"
"ref5","test","1ivy_ref5","dialign","0.835","0.668","648.933"
"ref5","test","1ivy_ref5","poa","0.793","0.603","319.925"
"ref5","test","1ivy_ref5","clustalw2","0.818","0.682","392.646"
"ref6","test_2c","myb_2_ref6","tcoffee","","","1606.457"
"ref6","test_2c","myb_2_ref6","dialign","","","850.788"
"ref6","test_2c","myb_2_ref6","poa","","","307.2"
"ref6","test_2c","myb_2_ref6","clustalw2","","","467.208"
"ref1","test2","1ezm_ref1","tcoffee","0.957","0.900","429.478"
"ref1","test2","1ezm_ref1","dialign","0.931","0.832","285.802"
"ref1","test2","1ezm_ref1","poa","0.951","0.889","152.517"
"ref1","test2","1ezm_ref1","clustalw2","0.981","0.954","221.549"
"ref2","test1","2trx_ref2","tcoffee","0.941","0.591","702.909"
"ref2","test1","2trx_ref2","dialign","0.931","0.511","374.526"
"ref2","test1","2trx_ref2","poa","0.875","0.284","160.371"
"ref2","test1","2trx_ref2","clustalw2","0.950","0.614","113.718"
"ref4","test","1dynA_ref4","tcoffee","0.771","0.562","404.665"
"ref4","test","1dynA_ref4","dialign","0.564","0.287","227.822"
"ref4","test","1dynA_ref4","poa","0.257","0.000","161.565"
"ref4","test","1dynA_ref4","clustalw2","0.566","0.237","161.573"
"ref3","test","1pamA_ref3","tcoffee","0.794","0.410","9872.064"
"ref3","test","1pamA_ref3","dialign","0.673","0.030","7609.147"
"ref3","test","1pamA_ref3","poa","0.732","0.241","1136.301"
"ref3","test","1pamA_ref3","clustalw2","0.782","0.293","2635.532"
"ref6","test_2c","myb_1_ref6","tcoffee","","","2100.497"
"ref6","test_2c","myb_1_ref6","dialign","","","1108.234"
"ref6","test_2c","myb_1_ref6","poa","","","397.157"
"ref6","test_2c","myb_1_ref6","clustalw2","","","607.401"
"ref1","test1","2mhr_ref1","tcoffee","0.993","0.981","415.106"
"ref1","test1","2mhr_ref1","dialign","0.946","0.870","87.173"
"ref1","test1","2mhr_ref1","poa","0.935","0.843","132.455"
"ref1","test1","2mhr_ref1","clustalw2","0.989","0.972","127.905"
"ref6","test_1a","zf_ref6","tcoffee","","","883.096"
"ref6","test_1a","zf_ref6","dialign","","","547.295"
"ref6","test_1a","zf_ref6","poa","","","235.697"
"ref6","test_1a","zf_ref6","clustalw2","","","342.296"
"ref6","test_2a","myb_2_ref6","tcoffee","","","17778.027"
"ref6","test_2a","myb_2_ref6","dialign","","","15645.56"
"ref6","test_2a","myb_2_ref6","poa","","","2448.153"
"ref6","test_2a","myb_2_ref6","clustalw2","","","4865.101"
"ref1","test1","1r69_ref1","tcoffee","0.624","0.364","215.732"
"ref1","test1","1r69_ref1","dialign","0.182","0.000","147.169"
"ref1","test1","1r69_ref1","poa","0.052","0.000","139.443"
"ref1","test1","1r69_ref1","clustalw2","0.661","0.418","66.327"
"ref6","test_3","kringle_2_ref6","tcoffee","","","12265.339"
"ref6","test_3","kringle_2_ref6","dialign","","","8312.53"
"ref6","test_3","kringle_2_ref6","poa","","","1217.724"
"ref6","test_3","kringle_2_ref6","clustalw2","","","3596.388"
"ref6","test_2c","kringle_2_ref6","tcoffee","","","5433.889"
"ref6","test_2c","kringle_2_ref6","dialign","","","2689.622"
"ref6","test_2c","kringle_2_ref6","poa","","","995.652"
"ref6","test_2c","kringle_2_ref6","clustalw2","","","1845.653"
"ref1","test3","1gowA_ref1","tcoffee","0.895","0.825","748.233"
"ref1","test3","1gowA_ref1","dialign","0.775","0.660","248.462"
"ref1","test3","1gowA_ref1","poa","0.627","0.379","183.971"
"ref1","test3","1gowA_ref1","clustalw2","0.866","0.776","283.17"
"ref6","test_2b","kringle_2_ref6","tcoffee","","","8468.038"
"ref6","test_2b","kringle_2_ref6","dialign","","","5198.792"
